user,text,clean_text
NutzNum,"@JoeBiden @BarackObama So what is she saying, she indoctrinated them at an early age? Why is it, everything the dem… https://t.co/7s4RZkAvKP","['joebiden', 'barackobama', 'saying', 'indoctrinated', 'early', 'age', 'everything', 'dem']"
fletchersmunson,@JoeBiden @BarackObama https://t.co/3aHwR93usQ,"['joebiden', 'barackobama']"
matlet33,@JoeBiden @BarackObama Seriously? Let GO guys! Let GO! If Biden can’t win without a Barry....is worse off than I thought! #puppetforeviljoe,"['joebiden', 'barackobama', 'seriously', 'let', 'go', 'guy', 'let', 'go', 'biden', 'win', 'without', 'barry', 'worse', 'thought', 'puppetforeviljoe']"
paulgordon6659,"@JoeBiden @BarackObama Look at all he has done with no help from the Democrats,,, https://t.co/MhfepK9ijm","['joebiden', 'barackobama', 'look', 'done', 'help', 'democrat']"
tan02134,@JoeBiden @BarackObama THIS is how decent humans interact. THIS is how the leaders of our country speak. The blue w… https://t.co/zbMD1LnC0M,"['joebiden', 'barackobama', 'decent', 'human', 'interact', 'leader', 'country', 'speak', 'blue', 'w']"
TousekE,@JoeBiden @BarackObama @Joe Biden downplays Hydroxychloroquine because he and Democrats know that people dying of C… https://t.co/676A3IYugh,"['joebiden', 'barackobama', 'joe', 'biden', 'downplays', 'hydroxychloroquine', 'democrat', 'know', 'people', 'dying', 'c']"
USPatriotDefend,@JoeBiden @BarackObama https://t.co/EeyI9vlbqg,"['joebiden', 'barackobama']"
Longin4Reagan,@JoeBiden @BarackObama https://t.co/9Y4s2EM9cB,"['joebiden', 'barackobama']"
CritchlowPaul,@JoeBiden @BarackObama Wheres Hunter?,"['joebiden', 'barackobama', 'where', 'hunter']"
CritchlowPaul,@JoeBiden @BarackObama https://t.co/ZwXMShBTAA,"['joebiden', 'barackobama']"
HANSENWT1,"@JoeBiden @BarackObama VP Joe, where is the meat in this sandwich? The inconsistencies are state gov driven. This i… https://t.co/DpQBk7fckz","['joebiden', 'barackobama', 'vp', 'joe', 'meat', 'sandwich', 'inconsistency', 'state', 'gov', 'driven']"
phil_bik,@JoeBiden @BarackObama Obama was America’s Greatest Mistake https://t.co/j7e37ywIgP,"['joebiden', 'barackobama', 'obama', 'america', 'greatest', 'mistake']"
Emmysoo87,@JoeBiden @BarackObama Wow! There used to ge boundaries. Yep. Like don’t politically indoctrinate a bunch of other people’s kids.,"['joebiden', 'barackobama', 'wow', 'used', 'ge', 'boundary', 'yep', 'like', 'politically', 'indoctrinate', 'bunch', 'people', 'kid']"
paulgordon6659,"@JoeBiden @BarackObama My friend Joe Biden has a plan to rebuilding our military,,, https://t.co/zN1bvKdYCZ","['joebiden', 'barackobama', 'friend', 'joe', 'biden', 'plan', 'rebuilding', 'military']"
Steve49850580,@JoeBiden @BarackObama So you are telling us you need Barry at your side to prop you up..,"['joebiden', 'barackobama', 'telling', 'u', 'need', 'barry', 'side', 'prop']"
MaryRuzich,"@JoeBiden @BarackObama Trader Joe! You may not like President Trump but if you love America, you need to vote for h… https://t.co/ywjfSTryvD","['joebiden', 'barackobama', 'trader', 'joe', 'may', 'like', 'president', 'trump', 'love', 'america', 'need', 'vote', 'h']"
jwlelie,"@JoeBiden @BarackObama Jesus, sickening publicity #NoPlanBiden","['joebiden', 'barackobama', 'jesus', 'ticketing', 'publicity', 'noplanbiden']"
Jasonbrand10,@JoeBiden @BarackObama You will NEVER be president!  #MAGA2020 https://t.co/mKHG66e3U3,"['joebiden', 'barackobama', 'never', 'president', 'manga2020']"
MaryRuzich,@JoeBiden @BarackObama Trader Joe.  You may not like President Trump but if you love America you need to vote for him.,"['joebiden', 'barackobama', 'trader', 'joe', 'may', 'like', 'president', 'trump', 'love', 'america', 'need', 'vote']"
mitchelk92,"@JoeBiden @BarackObama You know, you know the thing!!","['joebiden', 'barackobama', 'know', 'know', 'thing']"
paulgordon6659,"@JoeBiden @BarackObama We are friends Joe but your nuts,,, https://t.co/ehplGpWgqn","['joebiden', 'barackobama', 'friend', 'joe', 'nut']"
ayamplified,@JoeBiden @BarackObama Two of the finest... The president America missed and the president America needs.,"['joebiden', 'barackobama', 'two', 'finest', 'president', 'america', 'missed', 'president', 'america', 'need']"
phil_bik,@JoeBiden @BarackObama @JoeBiden has done nothing in last 50 years as a senator that he is trying to show us Obama’s legacy to claim his own,"['joebiden', 'barackobama', 'joebiden', 'done', 'nothing', 'last', '50', 'year', 'senator', 'trying', 'show', 'u', 'obama', 'legacy', 'claim']"
bored2tears283,@JoeBiden @BarackObama That was great! Gave me chills and put tears in my eyes! 💙,"['joebiden', 'barackobama', 'great', 'gave', 'hill', 'put', 'tear', 'eye', 'blue', 'heart']"
NextBig96660036,@JoeBiden @BarackObama So planned,"['joebiden', 'barackobama', 'planned']"
TerryBozarth2,@JoeBiden @BarackObama https://t.co/pZVAhZ4dDE,"['joebiden', 'barackobama']"
IdaGran41747513,@JoeBiden @BarackObama 👏 👏 👏 👏,"['joebiden', 'barackobama', 'clipping', 'hand', 'clipping', 'hand', 'clipping', 'hand', 'clipping', 'hand']"
PatriotDave5,@JoeBiden @BarackObama Why @BarackObama that turd isn’t running!,"['joebiden', 'barackobama', 'barackobama', 'turn', 'running']"
repaupo,@JoeBiden @BarackObama #whereshunterworkingnow,"['joebiden', 'barackobama', 'whereshunterworkingnow']"
GunBoss11,"@JoeBiden @BarackObama So this Socialist ""teacher"" spreads political propaganda to 8th graders?! And still has a jo… https://t.co/lEvDLWWUxB","['joebiden', 'barackobama', 'socialist', 'teacher', 'spread', 'political', 'propaganda', '8th', 'grader', 'still', 'jo']"
Emmysoo87,"@JoeBiden @BarackObama FYI y’all, it’s not Barak’s third term. And he’s obviously not super pumped to prop this thing up.","['joebiden', 'barackobama', 'fyi', 'bark', 'third', 'term', 'obviously', 'super', 'pumped', 'prop', 'thing']"
kodefense1,@JoeBiden @BarackObama https://t.co/rjTX7TuZcJ,"['joebiden', 'barackobama']"
kodefense1,@JoeBiden @BarackObama https://t.co/i5anD0T5wv,"['joebiden', 'barackobama']"
NathanWRobinson,@JoeBiden @BarackObama You just called her for political op. We all know that you don’t give a damn about these people.,"['joebiden', 'barackobama', 'called', 'political', 'op', 'know', 'give', 'damn', 'people']"
kodefense1,@JoeBiden @BarackObama https://t.co/7lQTNx2xZs,"['joebiden', 'barackobama']"
julycrab712,@JoeBiden @sazzygram3 @BarackObama Biden 2020!!!!,"['joebiden', 'sazzygram3', 'barackobama', 'biden', '2020']"
sterlingdance1,@JoeBiden @BarackObama Thank you for taking your time to hear from ordinary hard working people. Our children are m… https://t.co/TBPmaSIqqB,"['joebiden', 'barackobama', 'thank', 'taking', 'time', 'hear', 'ordinary', 'hard', 'working', 'people', 'child']"
kimmyperl,@JoeBiden @BarackObama Presidential!,"['joebiden', 'barackobama', 'presidential']"
guobaobao8,@JoeBiden @BarackObama You are both completely loosers!,"['joebiden', 'barackobama', 'completely', 'loser']"
CDB22230600,@JoeBiden @BarackObama You haven't worked a day in your life he out of here !,"['joebiden', 'barackobama', 'worked', 'day', 'life']"
BitDave6,@JoeBiden @BarackObama Is Obama running again?,"['joebiden', 'barackobama', 'obama', 'running']"
gardenlover30,@JoeBiden @BarackObama That’s awesome!,"['joebiden', 'barackobama', 'awesome']"
guobaobao8,@JoeBiden @BarackObama Two looser,"['joebiden', 'barackobama', 'two', 'loser']"
svankuilenburg,@JoeBiden @BarackObama Not https://t.co/B8Jc91PT3t,"['joebiden', 'barackobama']"
LawrencePascas2,"@JoeBiden @BarackObama Open schools when the pandemic started, but opening schools when the pandemic at it's peak?!… https://t.co/xITGr9cKAq","['joebiden', 'barackobama', 'open', 'school', 'pandemic', 'started', 'opening', 'school', 'pandemic', 'peak']"
covfefeLane,@JoeBiden @BarackObama https://t.co/EaO9zFLHfY,"['joebiden', 'barackobama']"
fitswimmer09,@JoeBiden @BarackObama I have missed decency and humanity so much in the last 4 years that seeing it literally makes me tear up.,"['joebiden', 'barackobama', 'missed', 'decency', 'humanity', 'much', 'last', '4', 'year', 'seeing', 'literally', 'make', 'tear']"
covfefeLane,@JoeBiden @BarackObama https://t.co/zeIKRHWvy0,"['joebiden', 'barackobama']"
CieloBasso,@JoeBiden @BarackObama Arguing that all #schools should be open is arguing that you want many #teachers to get sick… https://t.co/eUNCKa9ppe,"['joebiden', 'barackobama', 'arguing', 'school', 'open', 'arguing', 'want', 'many', 'teacher', 'get', 'sick']"
Snarkolicious,"@JoeBiden @BarackObama Ok, that did it. I'm, yet again, a blubbering mess. I miss competence and empathy. I miss se… https://t.co/1VDShhaL71","['joebiden', 'barackobama', 'ok', 'yet', 'blubbering', 'mess', 'miss', 'competence', 'empathy', 'miss', 'se']"
Bob15798263,@JoeBiden @BarackObama You dragged Obama out of the wings because no one likes you on your own,"['joebiden', 'barackobama', 'dragged', 'obama', 'wing', 'one', 'like']"
clueless1deux,@JoeBiden @BarackObama Did you guys talk about teaching Tara Reade a thing or two down in that hallway of the Capitol Complex.?,"['joebiden', 'barackobama', 'guy', 'talk', 'teaching', 'tara', 'read', 'thing', 'two', 'hallway', 'capitol', 'complex']"
jansansone,@JoeBiden @BarackObama It’s a good thing you let him do the talking,"['joebiden', 'barackobama', 'good', 'thing', 'let', 'talking']"
mickelsonjerome,@JoeBiden @BarackObama https://t.co/NnQvKHEh0f,"['joebiden', 'barackobama']"
mickelsonjerome,@JoeBiden @BarackObama https://t.co/A3yRhHyVhb,"['joebiden', 'barackobama']"
fakeconsultant,@JoeBiden @BarackObama https://t.co/3LBn3UJCwI,"['joebiden', 'barackobama']"
mothergooz,@JoeBiden @racouncil @BarackObama Then why are YOU politicizing it?,"['joebiden', 'council', 'barackobama', 'politicizing']"
covfefeLane,@JoeBiden @BarackObama https://t.co/tbtMTmssnB,"['joebiden', 'barackobama']"
dan79765213,@JoeBiden @BarackObama Hear the one about 2 clowns 🤡 in a room?  One never voted while into the senate and the other is an out right racist.,"['joebiden', 'barackobama', 'hear', 'one', '2', 'clown', 'clown', 'face', 'room', 'one', 'never', 'voted', 'senate', 'right', 'racist']"
covfefeLane,@JoeBiden @BarackObama https://t.co/7xIQPH8PGb,"['joebiden', 'barackobama']"
AbeHinterland,"@JoeBiden @WWoodUK @BarackObama poor guy can hardly even speak. biden needs to avoid debating trump at all costs, a… https://t.co/r57nvdcde6","['joebiden', 'wwooduk', 'barackobama', 'poor', 'guy', 'hardly', 'even', 'speak', 'biden', 'need', 'avoid', 'debating', 'trump', 'cost']"
covfefeLane,@JoeBiden @BarackObama https://t.co/PG4e2XvmiA,"['joebiden', 'barackobama']"
ccollins43,@JoeBiden @BarackObama Assure everyone can vote.    Use the same infrastructure we use for IRS TAXES.   All citizen… https://t.co/WV8OR2VsoZ,"['joebiden', 'barackobama', 'assure', 'everyone', 'vote', 'use', 'infrastructure', 'use', 'irs', 'tax', 'citizen']"
dianab1965,"@JoeBiden @BarackObama Are you going to spend $65,000 on pizza and hotdogs for a private party at the White House i… https://t.co/GLfjME3BJi","['joebiden', 'barackobama', 'going', 'spend', '65', '000', 'pizza', 'htdocs', 'private', 'party', 'white', 'house']"
Lucas_Barbosa45,@JoeBiden @BarackObama @SaveVidBot,"['joebiden', 'barackobama', 'savevidbot']"
FarhanAries007,@JoeBiden @BarackObama BREAKING: US economic contraction of 32.9% is the worst on record,"['joebiden', 'barackobama', 'breaking', 'u', 'economic', 'contraction', '32', '9', 'worst', 'record']"
BeenIn57States,@JoeBiden @BarackObama Did somebody have to dial the number for you Dementia Joe? Did you lick the phone thinking i… https://t.co/HXV3BcKhrM,"['joebiden', 'barackobama', 'somebody', 'dial', 'number', 'dementia', 'joe', 'lick', 'phone', 'thinking']"
buckeybuc,@JoeBiden @BarackObama Why doesn’t anyone talk about this Americans life https://t.co/BKMTgvGa8K,"['joebiden', 'barackobama', 'anyone', 'talk', 'american', 'life']"
JustWorking4,@JoeBiden @BarackObama Tara Reade is the face of the MeToo Movement and your good old boy network trashed it.  Shame on you,"['joebiden', 'barackobama', 'tara', 'read', 'face', 'metro', 'movement', 'good', 'old', 'boy', 'network', 'crashed', 'shame']"
ZwevendeKieze13,"@JoeBiden @BarackObama I'll vote for @realDonaldTrump and not for @joeBiden, because I prefer disaster to catastrophe.","['joebiden', 'barackobama', 'vote', 'realdonaldtrump', 'joebiden', 'prefer', 'disaster', 'catastrophe']"
trumpet19209450,"@JoeBiden @BarackObama That was the most disgusting thing I have ever seen , shame on you Biden and Osama . #TRUMP2020","['joebiden', 'barackobama', 'disgusting', 'thing', 'ever', 'seen', 'shame', 'biden', 'obama', 'trump2020']"
chick_right,@JoeBiden @BarackObama JOE DIDNT WRITE THIS HE HAS DEMENTIA. Joe is married to Joe. https://t.co/iE6PlizXwa,"['joebiden', 'barackobama', 'joe', 'didnt', 'write', 'dementia', 'joe', 'married', 'joe']"
buckeybuc,@JoeBiden @BarackObama https://t.co/GrciyVx907,"['joebiden', 'barackobama']"
IanPanchevre,@JoeBiden @BarackObama It’s a great video but I thought Joe was running for President? He can’t let #44 dominate th… https://t.co/JQBFOMF6ku,"['joebiden', 'barackobama', 'great', 'video', 'thought', 'joe', 'running', 'president', 'let', '44', 'dominate', 'th']"
shelleycooper56,@JoeBiden @BarackObama I love these clips !! You guys are so human and straight up having conversations.   Thank you,"['joebiden', 'barackobama', 'love', 'clip', 'guy', 'human', 'straight', 'conversation', 'thank']"
RJBurke10,@JoeBiden @BarackObama Omg ! I miss compassionate leadership!,"['joebiden', 'barackobama', 'omg', 'miss', 'compassionate', 'leadership']"
mcconnell_paul,@JoeBiden @BarackObama https://t.co/awaTNGijTw,"['joebiden', 'barackobama']"
Swift9013,@JoeBiden @BarackObama Stop living in the past and do a debate on the future.,"['joebiden', 'barackobama', 'stop', 'living', 'past', 'debate', 'future']"
LeDeplorables,@JoeBiden @BarackObama It’s crazy I can’t see the strings Obama is using to move that puppets mouth and arm.,"['joebiden', 'barackobama', 'crazy', 'see', 'string', 'obama', 'using', 'move', 'puppet', 'mouth', 'arm']"
wlmorgan,@JoeBiden @BarackObama This is great! Why didn't we see this coming? Can Trump be held accountable? #VoteJoeBidenToSaveAmerica,"['joebiden', 'barackobama', 'great', 'see', 'coming', 'trump', 'held', 'accountable', 'votejoebidentosaveamerica']"
billg5050,"@JoeBiden @BarackObama Hello Beth, this is Sleepy Joe.   Of course we can have taxpayers pay you not to work. Just… https://t.co/Nzi3EBXrHi","['joebiden', 'barackobama', 'hello', 'beth', 'sleepy', 'joe', 'course', 'taxpayer', 'pay', 'work']"
Cynthia45406522,@JoeBiden @BarackObama Great job,"['joebiden', 'barackobama', 'great', 'job']"
RobertaAmerson,"@JoeBiden @BarackObama Usually I shed tears for what this thing Trump is doing to America,the military program is a… https://t.co/NvhOwho7Zv","['joebiden', 'barackobama', 'usually', 'shed', 'tear', 'thing', 'trump', 'america', 'military', 'program']"
bakhtiar_sam,@JoeBiden @BarackObama https://t.co/MtoLerLkVV,"['joebiden', 'barackobama']"
Ricardo68904449,@JoeBiden @BarackObama BARRY Obama was a common criminal.,"['joebiden', 'barackobama', 'barry', 'obama', 'common', 'criminal']"
kghadaway,@JoeBiden @BarackObama Whose running for President Biden or Obama???? Biden didn’t say a word! Whose going to do hi… https://t.co/FzrEDmLwl8,"['joebiden', 'barackobama', 'whose', 'running', 'president', 'biden', 'obama', 'biden', 'say', 'word', 'whose', 'going', 'hi']"
chillywilly1954,"@JoeBiden @BarackObama God bless you, Joe.  And God bless President Obama for showing us what a real President of the United States is.","['joebiden', 'barackobama', 'god', 'bless', 'joe', 'god', 'bless', 'president', 'obama', 'showing', 'u', 'real', 'president', 'united', 'state']"
Danrenewed,@JoeBiden @BarackObama But....Obama isn't running. That old white guy from the nursing home is. Obama will be stayi… https://t.co/qMVv4aF5J1,"['joebiden', 'barackobama', 'obama', 'running', 'old', 'white', 'guy', 'nursing', 'home', 'obama', 'stay']"
monica9691,"@JoeBiden @BarackObama open schools, no excuse!","['joebiden', 'barackobama', 'open', 'school', 'excuse']"
verlinab61,@JoeBiden @BarackObama Online schooling. No waiver in the world will bring them back and not all risks should be ac… https://t.co/1RC3rwODmd,"['joebiden', 'barackobama', 'online', 'schooling', 'waiver', 'world', 'bring', 'back', 'risk', 'ac']"
katdoug6,@JoeBiden @BarackObama I'm not jealous.  Honestly!🤣 We need Joe!! 💙🌊💙,"['joebiden', 'barackobama', 'jealous', 'honestly', 'rolling', 'floor', 'laughing', 'need', 'joe', 'blue', 'heart', 'water', 'wave', 'blue', 'heart']"
TheTruthChanne5,@JoeBiden @BarackObama And everyone said Trump was going to turn the Presidency into a Reality TV show. Barack Obam… https://t.co/QmD2S4pJds,"['joebiden', 'barackobama', 'everyone', 'said', 'trump', 'going', 'turn', 'presidency', 'reality', 'tv', 'show', 'barack', 'obama']"
goingsurfing12,@JoeBiden @BarackObama How can we expect you to run this country and deal with our adversaries when you won’t even… https://t.co/trrMvauHBb,"['joebiden', 'barackobama', 'expect', 'run', 'country', 'deal', 'adversary', 'even']"
jpuchir,@JoeBiden @BarackObama This actually comforted me and I haven’t felt comforted in a very long time.,"['joebiden', 'barackobama', 'actually', 'comfort', 'felt', 'comfort', 'long', 'time']"
kenneth14293566,@JoeBiden @BarackObama Joe Biden and you not going to do anything now ex-president Obama you are a joke my wife tel… https://t.co/tmARDj1fDz,"['joebiden', 'barackobama', 'joe', 'biden', 'going', 'anything', 'ex', 'president', 'obama', 'joke', 'wife', 'tel']"
SamSanderson123,@JoeBiden @BarackObama Cut Chris Dodd loose ... he's stepping on your message.   Most women support Kamala as your… https://t.co/Li6aXj5B2P,"['joebiden', 'barackobama', 'cut', 'chris', 'odd', 'loose', 'stepping', 'message', 'woman', 'support', 'kamal']"
