user,text,clean_text
Manolo9927,@JoeBiden VP Biden.  What did you do for ovah 40 years. ?,"['joebiden', 'vp', 'biden', 'oval', '40', 'year']"
Gloria72246470,@JoeBiden We also needed the n95 masks your boss depleted. https://t.co/Kw2VSCEcpT,"['joebiden', 'also', 'needed', 'n95', 'mask', 'bos', 'depleted']"
itmatters2me,@JoeBiden @POTUS has done all that. Try to keep up,"['joebiden', 'pot', 'done', 'try', 'keep']"
Fedupbullshit,@JoeBiden No we don’t need our freedoms taken away  This is nothing more than fear mongering at its best the number… https://t.co/eenhbOZD60,"['joebiden', 'need', 'freedom', 'taken', 'away', 'nothing', 'fear', 'wondering', 'best', 'number']"
Bdowns831,"@JoeBiden Joe or whoever is tweeting for you, we are past that point. We simply need a VACCINE TURD!","['joebiden', 'joe', 'whoever', 'meeting', 'past', 'point', 'simply', 'need', 'vaccine', 'turn']"
haar_dirk,@JoeBiden We need another one to be POTUS. Fast.,"['joebiden', 'need', 'another', 'one', 'pot', 'fast']"
gabbijack,@JoeBiden Hi Mr. Vice President!  You are our hope for America. Please be careful! Trump has goons all over!  May G… https://t.co/wO6i7PmiMq,"['joebiden', 'hi', 'mr', 'vice', 'president', 'hope', 'america', 'please', 'careful', 'trump', 'goon', 'may', 'g']"
GOPforJoe,@JoeBiden We need you to do his job for him.,"['joebiden', 'need', 'job']"
PeteBenvenuti,@JoeBiden What have you been doing for the last 30 years ???You are going to lose the election Joe. Hate to break i… https://t.co/MPF4TfHkOA,"['joebiden', 'last', '30', 'year', 'going', 'lose', 'election', 'joe', 'hate', 'break']"
izzydrake,@JoeBiden We need you!,"['joebiden', 'need']"
DGoeRob,"@JoeBiden Joe if Trump is such a horrible President, why are all of your ideas for COVID &amp; the riots, exactly what… https://t.co/slt7RRCk3p","['joebiden', 'joe', 'trump', 'horrible', 'president', 'idea', 'covid', 'amp', 'riot', 'exactly']"
MsMariaT,"@JoeBiden My family is excited for your presidency, Joe. We know things won’t happen over night, but we at least kn… https://t.co/XnmOBj7pJv","['joebiden', 'family', 'excited', 'presidency', 'joe', 'know', 'thing', 'happen', 'night', 'least', 'kn']"
mkholland_,"@JoeBiden As a teacher who is expected to return to school in a few weeks, I would like some PPE, too, please. And… https://t.co/jB3CrAjT41","['joebiden', 'teacher', 'expected', 'return', 'school', 'week', 'would', 'like', 'ppe', 'please']"
pppelauria,@JoeBiden @DeeLoralei @realDonaldTrump is an EPIC FAILURE at this pandemic and EVERY OTHER ISSUE.,"['joebiden', 'deeloralei', 'realdonaldtrump', 'epic', 'failure', 'pandemic', 'every', 'issue']"
hasanAlomar79,@JoeBiden https://t.co/1VWfEMzQlk,['joebiden']
joest73,@JoeBiden Thanks for the mess you and Obama left behind Joe.,"['joebiden', 'thanks', 'mess', 'obama', 'left', 'behind', 'joe']"
kellymarie77777,@JoeBiden https://t.co/r7aGkkdAke,['joebiden']
STCHauck,@JoeBiden You need to head back to the basement .... 👎,"['joebiden', 'need', 'head', 'back', 'basement', 'thumb']"
FreakCountry76,@JoeBiden #CitizenTracking - main objective of all of this by #Dems &amp; #Chinese!,"['joebiden', 'citizentracking', 'main', 'objective', 'dems', 'amp', 'chinese']"
GriffinsOuma,@JoeBiden This will not be possible,"['joebiden', 'possible']"
dtank96,@JoeBiden #ObamaGate #spyingbiden https://t.co/1vx4cFVnV1,"['joebiden', 'obamacare', 'spyingbiden']"
kevinonkeys,"@JoeBiden Respectfully, sir, we need YOU to do his job!","['joebiden', 'respectfully', 'sir', 'need', 'job']"
jillmerredith,@JoeBiden #SusanRiceVP2020,"['joebiden', 'susanricevp2020']"
SH3L0B,@JoeBiden We need Medicare for all,"['joebiden', 'need', 'medical']"
JosLore50786570,@JoeBiden We need Money mister Biden,"['joebiden', 'need', 'money', 'mister', 'biden']"
KurtBradenlives,@JoeBiden True Joe. But you and the #Democrats  need ALSO to step-up big time. Your only argument to win #2020 elections cannot be just this,"['joebiden', 'true', 'joe', 'democrat', 'need', 'also', 'step', 'big', 'time', 'argument', 'win', '2020', 'election', 'can', 'not']"
rotter_michael,"@JoeBiden Let's get some facts that you're you're not going to go give. Over 800,000 Americans are tested a day. Th… https://t.co/4Oky06U5tH","['joebiden', 'let', 'get', 'fact', 'going', 'go', 'give', '800', '000', 'american', 'tested', 'day', 'th']"
CDelbenny,"@JoeBiden He’s doing a great job. Also, your cognitive impairment is obvious.","['joebiden', 'great', 'job', 'also', 'cognitive', 'impairment', 'obvious']"
realjohnnyshake,"@JoeBiden Since we got the Vans going around picking protesters off the streets , Why don't we go pick up the crazi… https://t.co/DR5vCmgMzM","['joebiden', 'since', 'got', 'van', 'going', 'around', 'picking', 'protester', 'street', 'go', 'pick', 'crazy']"
jimred1031,@JoeBiden What we really need is one less president that supports crackpots. https://t.co/u7dUxXINQw,"['joebiden', 'really', 'need', 'one', 'le', 'president', 'support', 'crackpot']"
garza2009,@JoeBiden You have already proven your approach with Obama was to stop testing.,"['joebiden', 'already', 'proven', 'approach', 'obama', 'stop', 'testing']"
franklincflint,@JoeBiden I just saw that everything you say we need is already being done. Strange. Do you pay attention to what is actually happening?,"['joebiden', 'saw', 'everything', 'say', 'need', 'already', 'done', 'strange', 'pay', 'attention', 'actually', 'happening']"
MikeGuilday,"@JoeBiden For mental issues like dementia, Joe what a wonderful idea, you first!!!","['joebiden', 'mental', 'issue', 'like', 'dementia', 'joe', 'wonderful', 'idea', 'first']"
craft_beer_12,@JoeBiden https://t.co/41EnyMXbKd,['joebiden']
BlazznSaddles,"@JoeBiden We need him to resign...  150,000 dead and counting  Still no national plan for dealing with this virus...  .","['joebiden', 'need', 'resign', '150', '000', 'dead', 'counting', 'still', 'national', 'plan', 'dealing', 'virus']"
brown_7245,"@JoeBiden He is doing his job. The problem is his job has never been to govern the US, but to take over it. He want… https://t.co/u0EZKpj5TJ","['joebiden', 'job', 'problem', 'job', 'never', 'govern', 'u', 'take', 'want']"
scenius01,@JoeBiden We don't need this president to do his job.  We need A president to do this job.  #VoteBidenToSaveAmerica,"['joebiden', 'need', 'president', 'job', 'need', 'president', 'job', 'votebidentosaveamerica']"
BobQuarantine,@JoeBiden https://t.co/5Cdf8SWIdt The Joementum is coming to a screeching halt. https://t.co/axmCHThRJg,"['joebiden', 'momentum', 'coming', 'screening', 'halt']"
Coborn,@JoeBiden https://t.co/sQVyHyqJor,['joebiden']
fusion_allusion,"@JoeBiden Our tracing program has been able to trace Joe down to his basement, hiding from public opinion.","['joebiden', 'tracing', 'program', 'able', 'trace', 'joe', 'basement', 'hiding', 'public', 'opinion']"
malaylarox,@JoeBiden Strange things are going on in New Zealand.  https://t.co/YDxzkrmkFf,"['joebiden', 'strange', 'thing', 'going', 'new', 'zealand']"
Warbuck571,@JoeBiden We need a Democrat candidate for President with all his mental faculties in tact.,"['joebiden', 'need', 'democrat', 'candidate', 'president', 'mental', 'faculty', 'tact']"
WashedupMXER,@JoeBiden We need you to be able to answer a question coherently,"['joebiden', 'need', 'able', 'answer', 'question', 'inherently']"
Cliche_Boy,@JoeBiden Ha ha ha ha ha ha good one joe!! Except this so called president doesn’t know what a job is. To him it’s… https://t.co/SPC0ezTN5G,"['joebiden', 'ha', 'ha', 'ha', 'ha', 'ha', 'ha', 'good', 'one', 'joe', 'except', 'called', 'president', 'know', 'job']"
45Aceblue,@JoeBiden https://t.co/GDrMhwgTim,['joebiden']
RebeccaWoodru20,@JoeBiden Agreed! But IQ45 can’t do it. He can’t even follow the script to seem like he cares. Off in Air Force One… https://t.co/tzESobK2X2,"['joebiden', 'agreed', 'iq45', 'even', 'follow', 'script', 'seem', 'like', 'care', 'air', 'force', 'one']"
cristinaxu4,@JoeBiden Perhaps there also have another most important thing is to immediately close the biological weapons labor… https://t.co/YFEqBp1rFn,"['joebiden', 'perhaps', 'also', 'another', 'important', 'thing', 'immediately', 'close', 'biological', 'weapon', 'labor']"
Ltaylor23129019,@JoeBiden Fu,"['joebiden', 'fu']"
caliJerm,@JoeBiden You didn’t write this,"['joebiden', 'write']"
omgreally74,"@JoeBiden He is doing his job. You would have us all bunker down, kill our economy so you and the other dems have m… https://t.co/MuY5npVXLT","['joebiden', 'job', 'would', 'u', 'bunker', 'kill', 'economy', 'dems']"
chase_56chi,@JoeBiden Who writes this for you?,"['joebiden', 'writes']"
turnthecube,@JoeBiden You really don't have even a cousin of clue.,"['joebiden', 'really', 'even', 'cousin', 'clue']"
Nina7Lewis,@JoeBiden trump has doomed us by not doing that in Feb.,"['joebiden', 'trump', 'doomed', 'u', 'feb']"
summerasana,@JoeBiden Was with you right til the last sentence. We need him to resign. “His job” as he understands it is weaken… https://t.co/7wXeKmkOCv,"['joebiden', 'right', 'til', 'last', 'sentence', 'need', 'resign', 'job', 'understands', 'weaken']"
donald86521856,@JoeBiden If you would get your head out of your ass you would know this has already started.,"['joebiden', 'would', 'get', 'head', 'as', 'would', 'know', 'already', 'started']"
WSM66723404,@JoeBiden Thats not going to happen. We need you to tell us what you will do on day 1.  Hint... put @ASlavitt in charge of the response,"['joebiden', 'thats', 'going', 'happen', 'need', 'tell', 'u', 'day', '1', 'hint', 'put', 'aslavitt', 'charge', 'response']"
johnmccoin13,"@JoeBiden Yet Biden has to put tell the truth on his OWN note card??? Come on, anybody who votes for this guy doesn… https://t.co/c9WFG0baug","['joebiden', 'yet', 'biden', 'put', 'tell', 'truth', 'note', 'card', 'come', 'anybody', 'vote', 'guy']"
photocode827,@JoeBiden The virus will never be under control just like the common cold is never under control. Stop the nonsense… https://t.co/REpyp9kr2Q,"['joebiden', 'virus', 'never', 'control', 'like', 'common', 'cold', 'never', 'control', 'stop', 'nonsense']"
Rock2StoneWorld,"@JoeBiden Let me help you translate that Joe,  We need big Gov't in your lives 247, knocking on your door  and stan… https://t.co/rAmSxEARTb","['joebiden', 'let', 'help', 'translate', 'joe', 'need', 'big', 'gov', 'life', '247', 'knocking', 'door', 'stan']"
Scott100234372,@JoeBiden Who's writing these tweets for sleepy @JoeBiden. We know it's not him...,"['joebiden', 'writing', 'tweet', 'sleepy', 'joebiden', 'know']"
anniescot,"@JoeBiden It’s going to be up to you, as President. Please do not disappoint!","['joebiden', 'going', 'president', 'please', 'disappoint']"
jackie14916195,@JoeBiden #JoeBiden2020,"['joebiden', 'joebiden2020']"
gregorymeadmil,@JoeBiden We need YOU to kindly step aside and realize that politics and running this country should be left to a y… https://t.co/WjpxJnmVEN,"['joebiden', 'need', 'kindly', 'step', 'aside', 'realize', 'politics', 'running', 'country', 'left']"
CaliJ53776902,@JoeBiden HCQ Works!!!! https://t.co/vnxzCbqR3T,"['joebiden', 'hc', 'work']"
theqoya,@JoeBiden Miss me with that tracing BS. Try respecting Americans privacy.,"['joebiden', 'miss', 'tracing', 'b', 'try', 'respecting', 'american', 'privacy']"
NicholasKadar,@JoeBiden Whatever we need you will not be capable to provide - WHATEVER IT IS - - You're too INCOMPETENT - and always have been.,"['joebiden', 'whatever', 'need', 'capable', 'provide', 'whatever', 'incompetent', 'always']"
JASONMCNAB,@JoeBiden Haha still pumping the PPE fraud. Hysterical. Are we shirt ventilators too you dementia clown.,"['joebiden', 'haha', 'still', 'pumping', 'ppe', 'fraud', 'hysterical', 'shirt', 'ventilator', 'dementia', 'clown']"
CrankyCur,"@JoeBiden You literally JUST YESTERDAY (July 28, 2020) stood at a press conference and said ""I have not been tested… https://t.co/pTN4KwtLpL","['joebiden', 'literally', 'yesterday', 'july', '28', '2020', 'stood', 'press', 'conference', 'said', 'tested']"
BillHoidas,@JoeBiden Wait wait! Now he’s blind too? 🤣 https://t.co/fVNGlG7HDP,"['joebiden', 'wait', 'wait', 'blind', 'rolling', 'floor', 'laughing']"
GregCopenhaver1,"@JoeBiden @JoeBiden  yeah why don't you hop in line first. Your a bigger clown then trump, and that's hard to beat… https://t.co/Al9ZJDc1b2","['joebiden', 'joebiden', 'yeah', 'hop', 'line', 'first', 'bigger', 'clown', 'trump', 'hard', 'beat']"
gatorna42393201,@JoeBiden https://t.co/WzB7eGRthb,['joebiden']
theSayHIkid,"@JoeBiden @JoeSteelerFan You mean like this nugget, ""During his 1st year @ Syracuse, Biden was accused of plagiariz… https://t.co/fWl0CJLVIE","['joebiden', 'joesteelerfan', 'mean', 'like', 'nugget', '1st', 'year', 'syracuse', 'biden', 'accused', 'plagiarism']"
diwi28,@JoeBiden And the world needs a RICO case against the Trump Family.,"['joebiden', 'world', 'need', 'rico', 'case', 'trump', 'family']"
Slam_Bones,@JoeBiden You are right Joe ... we need National testing for Dementia!!!,"['joebiden', 'right', 'joe', 'need', 'national', 'testing', 'dementia']"
tekasboy,@JoeBiden Joe you sound like a broken record. For heavens sake sake the present administration is doing all it can… https://t.co/43QyqW0Ifh,"['joebiden', 'joe', 'sound', 'like', 'broken', 'record', 'heaven', 'sake', 'sake', 'present', 'administration']"
Rossmotil,@JoeBiden we know what we need...how would you accomplish it ?,"['joebiden', 'know', 'need', 'would', 'accomplish']"
CaliJ53776902,@JoeBiden President Trump is doing his job!!! HCQ works they are just demonizing it because he supported it. He has… https://t.co/IrT9yNQWL6,"['joebiden', 'president', 'trump', 'job', 'hc', 'work', 'demonizing', 'supported']"
rubinogreg,@JoeBiden we need a president who can write his own tweets,"['joebiden', 'need', 'president', 'write', 'tweet']"
larrybruce67,"@JoeBiden What WE need Joe is for you, your party and the #media to quit lying to and allowing people to die becaus… https://t.co/H0Wm3phkto","['joebiden', 'need', 'joe', 'party', 'medium', 'quit', 'lying', 'allowing', 'people', 'die', 'because']"
LeeKee96538936,@JoeBiden You need some covid.,"['joebiden', 'need', 'covid']"
rmiller20002000,@JoeBiden Please do not name SusannRice as VP choice. She is too close to Hilary Clinton!,"['joebiden', 'please', 'name', 'susannrice', 'vp', 'choice', 'close', 'hilary', 'clinton']"
Jayde0621,@JoeBiden We need you to be president already Biden,"['joebiden', 'need', 'president', 'already', 'biden']"
50_patriot,"@JoeBiden Isnt it nap time, Joe?","['joebiden', 'isnt', 'nap', 'time', 'joe']"
Chris96210406,@JoeBiden I wish when you left office that we had the PPE in place and ready to go. Sadly we didnt.....,"['joebiden', 'wish', 'left', 'office', 'ppe', 'place', 'ready', 'go', 'sadly', 'didnt']"
lusomadeirense,@JoeBiden He is doing his job - 🏌️,"['joebiden', 'job', 'person', 'going']"
Americaissick,@JoeBiden Um no we don't LIAR,"['joebiden', 'um', 'liar']"
MORDE110,@JoeBiden @sazzygram3 Our hospital emergency rooms continue to be completely full of all ages testing positive for… https://t.co/puIRyYlgB0,"['joebiden', 'sazzygram3', 'hospital', 'emergency', 'room', 'continue', 'completely', 'full', 'age', 'testing', 'positive']"
robcore3,@JoeBiden We need you @JoeBiden to take the reigns of this Trump carnage caravan out of the ditch he’s squarely pla… https://t.co/N3NcvOgukU,"['joebiden', 'need', 'joebiden', 'take', 'reign', 'trump', 'carnage', 'caravan', 'ditch', 'squarely', 'pla']"
stracener_clint,@JoeBiden And we need your handlers to keep up with your meds better.,"['joebiden', 'need', 'handler', 'keep', 'men', 'better']"
MiddletonAlison,@JoeBiden We need YOU to do this *president's job.,"['joebiden', 'need', 'president', 'job']"
DCraigUSA,@JoeBiden Don't fall down Joe socialists are depending on you  https://t.co/gBmRyDVoFO,"['joebiden', 'fall', 'joe', 'socialist', 'depending']"
PerspicaciousXY,"@JoeBiden Yeah, no way you tweeted this 😂","['joebiden', 'yeah', 'way', 'tweeted', 'face', 'tear', 'joy']"
BrojackNorseman,@JoeBiden You and your handlers are so wildly out of touch with the American people.  Thank God you have ZERO chanc… https://t.co/vhMypcBIRu,"['joebiden', 'handler', 'wildly', 'touch', 'american', 'people', 'thank', 'god', 'zero', 'chance']"
livetruthalways,@JoeBiden Ask Joe why he &amp; democrats don’t want hydroxy info getting out? Because it works!  Ask yourself why the l… https://t.co/jSuDTimkNA,"['joebiden', 'ask', 'joe', 'amp', 'democrat', 'want', 'hydroxy', 'info', 'getting', 'work', 'ask', 'l']"
_thatguy_steve_,@JoeBiden We need you to stop touching lil kids too Joe!,"['joebiden', 'need', 'stop', 'touching', 'lil', 'kid', 'joe']"
davidba52209062,@JoeBiden You need to oust that idiot running your country👍,"['joebiden', 'need', 'oust', 'idiot', 'running', 'country', 'thumb']"
jonnycarguy,@JoeBiden At least @realDonaldTrump took care of this already... go back to sleep Joey,"['joebiden', 'least', 'realdonaldtrump', 'took', 'care', 'already', 'go', 'back', 'sleep', 'joey']"
BrendaHattisbur,@JoeBiden You know he is not going to do his job. He's too busy collecting tax payers' money so he can flee to Russ… https://t.co/C8ynSlcXeU,"['joebiden', 'know', 'going', 'job', 'busy', 'collecting', 'tax', 'player', 'money', 'flee', 'rus']"
Rob_Melrose,@JoeBiden We don't have a real president.  We have an ATM in the Oval that dispenses shit while fleecing the country.,"['joebiden', 'real', 'president', 'atm', 'oval', 'dispenser', 'shit', 'fleeing', 'country']"
DanielMestas,@JoeBiden We already have that! His name is Donald Trump and he is doing a great job! We don't need any Pedos or Pr… https://t.co/P3vzQhTEur,"['joebiden', 'already', 'name', 'donald', 'trump', 'great', 'job', 'need', 'peso', 'pr']"
travelalot2018,"@JoeBiden What’s your foreign policy, especially To China?","['joebiden', 'foreign', 'policy', 'especially', 'china']"
BillyPeppir,@JoeBiden Looks like you need a health check https://t.co/gWWJ0hZX7j,"['joebiden', 'look', 'like', 'need', 'health', 'check']"
Adam51458594,"@JoeBiden I am Canadian. Please become President.  Out of all the Presidents I observed throughout the years,  ever… https://t.co/ebFoLCDIke","['joebiden', 'canadian', 'please', 'become', 'president', 'president', 'observed', 'throughout', 'year', 'ever']"
BrendaStarrAZ,@JoeBiden Imagine if @JoeBiden had to do what #AGBarr did yesterday - if Joe had to actually answer questions which… https://t.co/MPSgl0aH2G,"['joebiden', 'imagine', 'joebiden', 'agar', 'yesterday', 'joe', 'actually', 'answer', 'question']"
curlington2,"@JoeBiden Please don't pick Harris, we would like to vote for you.","['joebiden', 'please', 'pick', 'harris', 'would', 'like', 'vote']"
Roberto39shea1,@JoeBiden @Trump2020Jolynn We need you to be extradited to Ukraine. So you can defend your honor and embezzlement scheme,"['joebiden', 'trump2020lynn', 'need', 'extradited', 'ukraine', 'defend', 'honor', 'embezzlement', 'scheme']"
Dbunker92011,@JoeBiden Joe #YouAintBlack Biden led the U.S. “response” to H1N1 virus in 2009.  The result of Demented Joe’s “lea… https://t.co/6VpYfmqmy0,"['joebiden', 'joe', 'youaintblack', 'biden', 'led', 'u', 'response', 'h1n1', 'virus', '2009', 'result', 'cemented', 'joe', 'lea']"
FirstGenShooter,@JoeBiden Release Joe from your clutches. Your campaign is elder abuse.,"['joebiden', 'release', 'joe', 'clutch', 'campaign', 'elder', 'abuse']"
libertyPickles,@JoeBiden We don't need tracing.. You and your goons will misuse it like FISA and DHS.. Its probably the reason you… https://t.co/zfxJTp8PRM,"['joebiden', 'need', 'tracing', 'goon', 'misuse', 'like', 'fish', 'dhs', 'probably', 'reason']"
Trump4evaPotus,@JoeBiden https://t.co/L9SBlDimEr,['joebiden']
hilo236,@JoeBiden Ukraine.....,"['joebiden', 'ukraine']"
HarryNg49,@JoeBiden Vote @JoeBiden for President https://t.co/m2hmLF6S4W,"['joebiden', 'vote', 'joebiden', 'president']"
barandaz151,@JoeBiden Shut up 🤐,"['joebiden', 'shut', 'upper', 'mouth', 'face']"
cryer_steve,@JoeBiden Can’t agree more with you!,"['joebiden', 'agree']"
dbarr235,"@JoeBiden Wake up, Joe. The public needs to exercise caution. There are many who are not including the anarchists.… https://t.co/abXGQZhZom","['joebiden', 'wake', 'joe', 'public', 'need', 'exercise', 'caution', 'many', 'including', 'anarchist']"
Glakima2,"@JoeBiden Please don’t forget the teachers!  We need PPE, and can I’ll afford to end up buying for us, and out different classes.","['joebiden', 'please', 'forget', 'teacher', 'need', 'ppe', 'afford', 'end', 'buying', 'u', 'different', 'class']"
EldredgeStan,@JoeBiden President Trump is doing his job. That's why the dems are so mad.,"['joebiden', 'president', 'trump', 'job', 'dems', 'mad']"
Jessica81027226,@JoeBiden https://t.co/iF6ppgV5vA,['joebiden']
OblivionShadow2,"@JoeBiden No we don't. We have a cure and prophylaxis.  Not to mention, more cases and fewer deaths means the morta… https://t.co/9fI2aXRbZC","['joebiden', 'cure', 'prophylaxis', 'mention', 'case', 'fewer', 'death', 'mean', 'mortar']"
Susan_4America,@JoeBiden You haven’t had a test.  You have all the resources at your disposal yet you don’t believe in testing enough to test yourself.,"['joebiden', 'test', 'resource', 'disposal', 'yet', 'believe', 'testing', 'enough', 'test']"
Busytimes1,"@JoeBiden We need more than PPE. We deserve hazard pay, financial protection when we get infected and guaranteed li… https://t.co/3yowGeaeQY","['joebiden', 'need', 'ppe', 'deserve', 'hazard', 'pay', 'financial', 'protection', 'get', 'infected', 'guaranteed', 'li']"
MartieTolman,@JoeBiden Spoiler: he won't.,"['joebiden', 'spoiler']"
terrylshelton13,"@JoeBiden No testing plan. Really? Fact,  over 55 million people tested. Whos saying theres no testing plan?","['joebiden', 'testing', 'plan', 'really', 'fact', '55', 'million', 'people', 'tested', 'who', 'saying', 'there', 'testing', 'plan']"
StevenBain01,@JoeBiden You're not going to do much from the basement ?,"['joebiden', 'going', 'much', 'basement']"
andy_gasparini,@JoeBiden https://t.co/k4soIKXwrC,['joebiden']
Mbryanl2,@JoeBiden Joe Biden starts all “his” tweets and speeches with “We need”...he’s had 50 years in government including… https://t.co/7Sahhj4XC3,"['joebiden', 'joe', 'biden', 'start', 'tweet', 'speech', 'need', '50', 'year', 'government', 'including']"
Sumanta92137014,@JoeBiden 😀,"['joebiden', 'grinding', 'face']"
justblegit,@JoeBiden We need #MedicareForAll   https://t.co/Qsxm0xdv53,"['joebiden', 'need', 'medicareforall']"
Joseph_WarrenDR,@JoeBiden @moodybc We've tested and traced this virus more than any other virus in history of the world.  How did y… https://t.co/t8zEP0nmHI,"['joebiden', 'moody', 'tested', 'traced', 'virus', 'virus', 'history', 'world']"
l_bronwyn,@JoeBiden Go back to the basement Joe ☺️ https://t.co/jQfn48H5rU,"['joebiden', 'go', 'back', 'basement', 'joe', 'smiling', 'face']"
bayoubillybadas,@JoeBiden #Medicareforall would fix this. #EatTheRich,"['joebiden', 'medicareforall', 'would', 'fix', 'eattherich']"
BrendaStarrAZ,"@JoeBiden Who's writing Joe's ""comprehensive plan? It's definitely not Joe. https://t.co/37q7b7pMSc","['joebiden', 'writing', 'joe', 'comprehensive', 'plan', 'definitely', 'joe']"
trj522,@JoeBiden https://t.co/0zMOlQKhgz,['joebiden']
ervivek2008,@JoeBiden Yes we need good president,"['joebiden', 'yes', 'need', 'good', 'president']"
sandra08221953,@JoeBiden Good luck with that!,"['joebiden', 'good', 'luck']"
AlwaysActions,@JoeBiden https://t.co/N8MyLzRfxM,['joebiden']
unitedfreedom21,@JoeBiden How about the gov't make a deal with large companies like amazon and major ppe manufacturers to come toge… https://t.co/PNltElMoi1,"['joebiden', 'gov', 'make', 'deal', 'large', 'company', 'like', 'amazon', 'major', 'ppe', 'manufacturer', 'come', 'tone']"
AlwaysActions,@JoeBiden https://t.co/b87irwlmDP,['joebiden']
AlwaysActions,@JoeBiden https://t.co/8nFzDRgMwC,['joebiden']
thewayofenoch,"@JoeBiden As for this “Tracing” program, please do tell what kind of unconstitutional Gestapo ideas you have to sha… https://t.co/xYXQi0DNvg","['joebiden', 'tracing', 'program', 'please', 'tell', 'kind', 'unconstitutional', 'estado', 'idea', 'sha']"
AlwaysActions,@JoeBiden https://t.co/TCBRDaDMwB,['joebiden']
jrtauer,"@JoeBiden @JoeBiden Agree. This Tweet, tho, has become repetitive and boring. Give us something new to rally behind… https://t.co/1lkrr792ek","['joebiden', 'joebiden', 'agree', 'tweet', 'tho', 'become', 'repetitive', 'boring', 'give', 'u', 'something', 'new', 'rally', 'behind']"
AmeliaS49884429,"@JoeBiden No no no no, we are tired of masks and being traced!! Numbers are being hicked up don't care! When you al… https://t.co/v6G1GkWIQv","['joebiden', 'tired', 'mask', 'traced', 'number', 'picked', 'care', 'al']"
AlwaysActions,@JoeBiden https://t.co/1m4Z3L0b0Q,['joebiden']
7heRickSanchez,"@JoeBiden Narrator: ""Joe Biden wants you to get murdered by home invaders! Just listen to this!""  Joe: ""Yes- Absolu… https://t.co/gM7YZ7H57e","['joebiden', 'narrator', 'joe', 'biden', 'want', 'get', 'murdered', 'home', 'invader', 'listen', 'joe', 'yes', 'absolute']"
AlwaysActions,@JoeBiden https://t.co/3L9zPuaNKF,['joebiden']
ck3poetic,@JoeBiden Where is that 1 billion in cash $$$$,"['joebiden', '1', 'billion', 'cash']"
AlwaysActions,@JoeBiden https://t.co/AF97eCOCwL,['joebiden']
2fknston3d1,@JoeBiden CHILD ABUSER,"['joebiden', 'child', 'abuser']"
AlwaysActions,@JoeBiden https://t.co/LKNlAPk27u,['joebiden']
AlwaysActions,@JoeBiden https://t.co/IAyz50cgJI,['joebiden']
GarlandisBack,@JoeBiden You could have been doing your job while VP and warned American's of Covid19 but you didn't.  You and Oba… https://t.co/IXE8HjfAnj,"['joebiden', 'could', 'job', 'vp', 'warned', 'american', 'covid19', 'oba']"
AlwaysActions,@JoeBiden https://t.co/excCiPHVem,['joebiden']
hilo236,@JoeBiden Trump is doing his job.  You are being led around like a small child.,"['joebiden', 'trump', 'job', 'led', 'around', 'like', 'small', 'child']"
DCraigUSA,@JoeBiden Everybody's got everything they need right now,"['joebiden', 'everybody', 'got', 'everything', 'need', 'right']"
AlwaysActions,@JoeBiden https://t.co/7GOtEBD69T,['joebiden']
AlwaysActions,@JoeBiden https://t.co/3PhyVRjemG,['joebiden']
tiredofthenons2,@JoeBiden Joe you’ve done nothing for decades.  Go away and let someone new do it.,"['joebiden', 'joe', 'done', 'nothing', 'decade', 'go', 'away', 'let', 'someone', 'new']"
AlwaysActions,@JoeBiden https://t.co/G56NJVOOkI,['joebiden']
AlwaysActions,@JoeBiden https://t.co/aU6XmalJiq,['joebiden']
anonymo56264998,@JoeBiden Trump has already done all of these things While you were sleeping. Are you awake now?,"['joebiden', 'trump', 'already', 'done', 'thing', 'sleeping', 'awake']"
AlwaysActions,@JoeBiden https://t.co/IbyEasJCyE,['joebiden']
TruckinMasseur,"@JoeBiden Hey Joe, do me a favor. On the afternoon of January 20th, can you request that Congress provide a $3,000/… https://t.co/xTtegkaabq","['joebiden', 'hey', 'joe', 'favor', 'afternoon', 'january', '20th', 'request', 'congress', 'provide', '3', '000']"
GrayFox21907428,"@JoeBiden You would have the whole country line up for testing even with no symptoms and separate us into camps of,… https://t.co/4HdxTth4zX","['joebiden', 'would', 'whole', 'country', 'line', 'testing', 'even', 'symptom', 'separate', 'u', 'camp']"
0708Nkkj,@JoeBiden Kodak!!,"['joebiden', 'koda']"
gop_again,@JoeBiden Not smart.  Never been.,"['joebiden', 'smart', 'never']"
VietnmVetDghtr,@JoeBiden We need a president who doesn’t need notes to remind himself to “Tell the truth”! 🤦🏽‍♀️ Leave this to the… https://t.co/X54DgImYLT,"['joebiden', 'need', 'president', 'need', 'note', 'remind', 'tell', 'truth', 'woman', 'facepalming', 'medium', 'skin', 'tone', 'leave']"
lye33080483,@JoeBiden Why aren’t front line workers dying at an alarming rate if things are this bad?? Answer me that!,"['joebiden', 'front', 'line', 'worker', 'dying', 'alarming', 'rate', 'thing', 'bad', 'answer']"
HdpKai,"@JoeBiden Get you and your PEDOPHILE friends out of his way then, sleepy Joe!!! #Trump2020.… https://t.co/2PVa6QIoj0","['joebiden', 'get', 'pedophile', 'friend', 'way', 'sleepy', 'joe', 'trump2020']"
iselago00,@JoeBiden Same failed message over &amp; over Same failed message over &amp; over Same failed message over &amp; over Same fail… https://t.co/wkcCEaaHwj,"['joebiden', 'failed', 'message', 'amp', 'failed', 'message', 'amp', 'failed', 'message', 'amp', 'fail']"
